,type,release_year,rating,count
1142,2,2009,PG-13,19
1143,2,2009,TV-14,31
1144,2,2009,TV-PG,9
1145,2,2009,NR,0
1146,2,2009,TV-G,0
1147,2,2009,TV-Y,0
1148,2,2009,,0
1149,2,2009,TV-Y7,1
1150,2,2009,PG,9
1151,2,2009,G,3
1152,2,2009,NC-17,0
1153,2,2009,TV-Y7-FV,0
1154,2,2009,UR,0
1155,2,2008,TV-MA,19
1156,2,2008,R,16
1157,2,2008,PG-13,21
1158,2,2008,TV-14,26
1159,2,2008,TV-PG,7
1160,2,2008,NR,0
1161,2,2008,TV-G,1
1162,2,2008,TV-Y,1
1163,2,2008,,0
1164,2,2008,TV-Y7,2
1165,2,2008,PG,8
1166,2,2008,G,0
1167,2,2008,NC-17,0
1168,2,2008,TV-Y7-FV,0
1169,2,2008,UR,1
1170,2,2019,TV-MA,271
1171,2,2019,R,33
1172,2,2019,PG-13,15
1173,2,2019,TV-14,144
1174,2,2019,TV-PG,60
1175,2,2019,NR,0
1176,2,2019,TV-G,15
1177,2,2019,TV-Y,22
1178,2,2019,,0
1179,2,2019,TV-Y7,10
1180,2,2019,PG,12
1181,2,2019,G,0
1182,2,2019,NC-17,0
1183,2,2019,TV-Y7-FV,0
1184,2,2019,UR,0
1185,2,1997,TV-MA,3
1186,2,1997,R,11
1187,2,1997,PG-13,7
1188,2,1997,TV-14,4
1189,2,1997,TV-PG,0
1190,2,1997,NR,0
1191,2,1997,TV-G,0
1192,2,1997,TV-Y,0
1193,2,1997,,0
1194,2,1997,TV-Y7,0
1195,2,1997,PG,1
1196,2,1997,G,0
1197,2,1997,NC-17,0
1198,2,1997,TV-Y7-FV,0
1199,2,1997,UR,0
1200,2,2017,TV-MA,336
1201,2,2017,R,68
1202,2,2017,PG-13,26
1203,2,2017,TV-14,176
1204,2,2017,TV-PG,79
1205,2,2017,NR,2
1206,2,2017,TV-G,20
1207,2,2017,TV-Y,11
1208,2,2017,,0
1209,2,2017,TV-Y7,8
1210,2,2017,PG,15
1211,2,2017,G,1
1212,2,2017,NC-17,0
1213,2,2017,TV-Y7-FV,0
1214,2,2017,UR,0
1215,2,2018,TV-MA,348
1216,2,2018,R,43
1217,2,2018,PG-13,26
1218,2,2018,TV-14,172
1219,2,2018,TV-PG,70
1220,2,2018,NR,1
1221,2,2018,TV-G,18
1222,2,2018,TV-Y,13
1223,2,2018,,0
1224,2,2018,TV-Y7,9
1225,2,2018,PG,30
1226,2,2018,G,2
1227,2,2018,NC-17,1
1228,2,2018,TV-Y7-FV,1
1229,2,2018,UR,0
1230,2,2014,TV-MA,58
1231,2,2014,R,42
1232,2,2014,PG-13,14
1233,2,2014,TV-14,63
1234,2,2014,TV-PG,26
1235,2,2014,NR,7
1236,2,2014,TV-G,3
1237,2,2014,TV-Y,6
1238,2,2014,,0
1239,2,2014,TV-Y7,7
1240,2,2014,PG,15
1241,2,2014,G,2
1242,2,2014,NC-17,1
1243,2,2014,TV-Y7-FV,0
1244,2,2014,UR,0
1245,2,2015,TV-MA,130
1246,2,2015,R,60
1247,2,2015,PG-13,23
1248,2,2015,TV-14,88
1249,2,2015,TV-PG,35
1250,2,2015,NR,17
1251,2,2015,TV-G,6
1252,2,2015,TV-Y,9
1253,2,2015,,0
1254,2,2015,TV-Y7,3
1255,2,2015,PG,9
1256,2,2015,G,0
1257,2,2015,NC-17,0
1258,2,2015,TV-Y7-FV,0
1259,2,2015,UR,0
1260,2,2010,TV-MA,29
1261,2,2010,R,22
1262,2,2010,PG-13,19
1263,2,2010,TV-14,33
1264,2,2010,TV-PG,10
1265,2,2010,NR,6
1266,2,2010,TV-G,3
1267,2,2010,TV-Y,2
1268,2,2010,,0
1269,2,2010,TV-Y7,4
1270,2,2010,PG,7
1271,2,2010,G,0
1272,2,2010,NC-17,0
1273,2,2010,TV-Y7-FV,0
1274,2,2010,UR,0
1275,2,2005,TV-MA,2
1276,2,2005,R,10
1277,2,2005,PG-13,12
1278,2,2005,TV-14,22
1279,2,2005,TV-PG,9
1280,2,2005,NR,0
1281,2,2005,TV-G,0
1282,2,2005,TV-Y,0
1283,2,2005,,0
1284,2,2005,TV-Y7,0
1285,2,2005,PG,4
1286,2,2005,G,2
1287,2,2005,NC-17,0
1288,2,2005,TV-Y7-FV,0
1289,2,2005,UR,0
1290,2,2013,TV-MA,44
1291,2,2013,R,35
1292,2,2013,PG-13,11
1293,2,2013,TV-14,54
1294,2,2013,TV-PG,20
1295,2,2013,NR,6
1296,2,2013,TV-G,5
1297,2,2013,TV-Y,4
1298,2,2013,,0
1299,2,2013,TV-Y7,8
1300,2,2013,PG,13
1301,2,2013,G,0
1302,2,2013,NC-17,1
1303,2,2013,TV-Y7-FV,1
1304,2,2013,UR,0
1305,2,2012,TV-MA,36
1306,2,2012,R,25
1307,2,2012,PG-13,18
1308,2,2012,TV-14,46
1309,2,2012,TV-PG,10
1310,2,2012,NR,5
1311,2,2012,TV-G,2
1312,2,2012,TV-Y,1
1313,2,2012,,0
1314,2,2012,TV-Y7,8
1315,2,2012,PG,6
1316,2,2012,G,0
1317,2,2012,NC-17,0
1318,2,2012,TV-Y7-FV,1
1319,2,2012,UR,0
1320,2,2006,TV-MA,12
1321,2,2006,R,8
1322,2,2006,PG-13,12
1323,2,2006,TV-14,20
1324,2,2006,TV-PG,10
1325,2,2006,NR,1
1326,2,2006,TV-G,0
1327,2,2006,TV-Y,0
1328,2,2006,,0
1329,2,2006,TV-Y7,1
1330,2,2006,PG,8
1331,2,2006,G,0
1332,2,2006,NC-17,0
1333,2,2006,TV-Y7-FV,0
1334,2,2006,UR,0
1335,2,2000,TV-MA,1
1336,2,2000,R,7
1337,2,2000,PG-13,8
1338,2,2000,TV-14,5
1339,2,2000,TV-PG,3
1340,2,2000,NR,0
1341,2,2000,TV-G,0
1342,2,2000,TV-Y,0
1343,2,2000,,0
1344,2,2000,TV-Y7,0
1345,2,2000,PG,4
1346,2,2000,G,2
1347,2,2000,NC-17,0
1348,2,2000,TV-Y7-FV,0
1349,2,2000,UR,0
1350,2,2003,TV-MA,7
1351,2,2003,R,10
1352,2,2003,PG-13,7
1353,2,2003,TV-14,9
1354,2,2003,TV-PG,1
1355,2,2003,NR,0
1356,2,2003,TV-G,0
1357,2,2003,TV-Y,1
1358,2,2003,,0
1359,2,2003,TV-Y7,0
1360,2,2003,PG,5
1361,2,2003,G,0
1362,2,2003,NC-17,0
1363,2,2003,TV-Y7-FV,0
1364,2,2003,UR,0
1365,2,1989,TV-MA,2
1366,2,1989,R,0
1367,2,1989,PG-13,1
1368,2,1989,TV-14,4
1369,2,1989,TV-PG,2
1370,2,1989,NR,0
1371,2,1989,TV-G,0
1372,2,1989,TV-Y,0
1373,2,1989,,0
1374,2,1989,TV-Y7,0
1375,2,1989,PG,2
1376,2,1989,G,1
1377,2,1989,NC-17,0
1378,2,1989,TV-Y7-FV,0
1379,2,1989,UR,0
1380,2,2004,TV-MA,9
1381,2,2004,R,5
1382,2,2004,PG-13,6
1383,2,2004,TV-14,10
1384,2,2004,TV-PG,8
1385,2,2004,NR,1
1386,2,2004,TV-G,0
1387,2,2004,TV-Y,0
1388,2,2004,,0
1389,2,2004,TV-Y7,0
1390,2,2004,PG,8
1391,2,2004,G,3
1392,2,2004,NC-17,0
1393,2,2004,TV-Y7-FV,0
1394,2,2004,UR,0
1395,2,1977,TV-MA,1
1396,2,1977,R,0
1397,2,1977,PG-13,0
1398,2,1977,TV-14,1
1399,2,1977,TV-PG,1
1400,2,1977,NR,0
1401,2,1977,TV-G,0
1402,2,1977,TV-Y,0
1403,2,1977,,0
1404,2,1977,TV-Y7,0
1405,2,1977,PG,2
1406,2,1977,G,1
1407,2,1977,NC-17,0
1408,2,1977,TV-Y7-FV,0
1409,2,1977,UR,0
1410,2,1971,TV-MA,0
1411,2,1971,R,1
1412,2,1971,PG-13,0
1413,2,1971,TV-14,2
1414,2,1971,TV-PG,0
1415,2,1971,NR,0
1416,2,1971,TV-G,0
1417,2,1971,TV-Y,0
1418,2,1971,,0
1419,2,1971,TV-Y7,0
1420,2,1971,PG,0
1421,2,1971,G,2
1422,2,1971,NC-17,0
1423,2,1971,TV-Y7-FV,0
1424,2,1971,UR,0
1425,2,1993,TV-MA,2
1426,2,1993,R,3
1427,2,1993,PG-13,4
1428,2,1993,TV-14,6
1429,2,1993,TV-PG,1
1430,2,1993,NR,0
1431,2,1993,TV-G,0
1432,2,1993,TV-Y,0
1433,2,1993,,0
1434,2,1993,TV-Y7,0
1435,2,1993,PG,2
1436,2,1993,G,0
1437,2,1993,NC-17,0
1438,2,1993,TV-Y7-FV,0
1439,2,1993,UR,0
1440,2,2007,TV-MA,11
1441,2,2007,R,13
1442,2,2007,PG-13,13
1443,2,2007,TV-14,14
1444,2,2007,TV-PG,5
1445,2,2007,NR,2
1446,2,2007,TV-G,0
1447,2,2007,TV-Y,1
1448,2,2007,,0
1449,2,2007,TV-Y7,0
1450,2,2007,PG,10
1451,2,2007,G,1
1452,2,2007,NC-17,0
1453,2,2007,TV-Y7-FV,0
1454,2,2007,UR,2
1455,2,1998,TV-MA,6
1456,2,1998,R,7
1457,2,1998,PG-13,5
1458,2,1998,TV-14,6
1459,2,1998,TV-PG,1
1460,2,1998,NR,1
1461,2,1998,TV-G,0
1462,2,1998,TV-Y,0
1463,2,1998,,0
1464,2,1998,TV-Y7,0
1465,2,1998,PG,0
1466,2,1998,G,1
1467,2,1998,NC-17,0
1468,2,1998,TV-Y7-FV,0
1469,2,1998,UR,0
1470,2,1988,TV-MA,1
1471,2,1988,R,4
1472,2,1988,PG-13,3
1473,2,1988,TV-14,2
1474,2,1988,TV-PG,4
1475,2,1988,NR,0
1476,2,1988,TV-G,0
1477,2,1988,TV-Y,0
1478,2,1988,,0
1479,2,1988,TV-Y7,0
1480,2,1988,PG,0
1481,2,1988,G,0
1482,2,1988,NC-17,0
1483,2,1988,TV-Y7-FV,0
1484,2,1988,UR,0
1485,2,1996,TV-MA,0
1486,2,1996,R,8
1487,2,1996,PG-13,3
1488,2,1996,TV-14,4
1489,2,1996,TV-PG,0
1490,2,1996,NR,0
1491,2,1996,TV-G,0
1492,2,1996,TV-Y,0
1493,2,1996,,0
1494,2,1996,TV-Y7,0
1495,2,1996,PG,1
1496,2,1996,G,0
1497,2,1996,NC-17,0
1498,2,1996,TV-Y7-FV,0
1499,2,1996,UR,0
1500,2,2002,TV-MA,5
1501,2,2002,R,10
1502,2,2002,PG-13,13
1503,2,2002,TV-14,6
1504,2,2002,TV-PG,1
1505,2,2002,NR,0
1506,2,2002,TV-G,0
1507,2,2002,TV-Y,0
1508,2,2002,,0
1509,2,2002,TV-Y7,0
1510,2,2002,PG,4
1511,2,2002,G,0
1512,2,2002,NC-17,0
1513,2,2002,TV-Y7-FV,0
1514,2,2002,UR,0
1515,2,1986,TV-MA,1
1516,2,1986,R,2
1517,2,1986,PG-13,1
1518,2,1986,TV-14,3
1519,2,1986,TV-PG,0
1520,2,1986,NR,0
1521,2,1986,TV-G,0
1522,2,1986,TV-Y,0
1523,2,1986,,0
1524,2,1986,TV-Y7,0
1525,2,1986,PG,0
1526,2,1986,G,1
1527,2,1986,NC-17,0
1528,2,1986,TV-Y7-FV,0
1529,2,1986,UR,0
1530,2,1990,TV-MA,3
1531,2,1990,R,3
1532,2,1990,PG-13,3
1533,2,1990,TV-14,7
1534,2,1990,TV-PG,0
1535,2,1990,NR,0
1536,2,1990,TV-G,0
1537,2,1990,TV-Y,0
1538,2,1990,,0
1539,2,1990,TV-Y7,0
1540,2,1990,PG,1
1541,2,1990,G,0
1542,2,1990,NC-17,0
1543,2,1990,TV-Y7-FV,0
1544,2,1990,UR,0
1545,2,1979,TV-MA,2
1546,2,1979,R,2
1547,2,1979,PG-13,1
1548,2,1979,TV-14,3
1549,2,1979,TV-PG,1
1550,2,1979,NR,0
1551,2,1979,TV-G,0
1552,2,1979,TV-Y,0
1553,2,1979,,0
1554,2,1979,TV-Y7,0
1555,2,1979,PG,1
1556,2,1979,G,0
1557,2,1979,NC-17,0
1558,2,1979,TV-Y7-FV,0
1559,2,1979,UR,0
1560,2,1980,TV-MA,0
1561,2,1980,R,3
1562,2,1980,PG-13,0
1563,2,1980,TV-14,4
1564,2,1980,TV-PG,1
1565,2,1980,NR,0
1566,2,1980,TV-G,0
1567,2,1980,TV-Y,0
1568,2,1980,,0
1569,2,1980,TV-Y7,0
1570,2,1980,PG,1
1571,2,1980,G,0
1572,2,1980,NC-17,0
1573,2,1980,TV-Y7-FV,0
1574,2,1980,UR,0
1575,2,1974,TV-MA,0
1576,2,1974,R,2
1577,2,1974,PG-13,0
1578,2,1974,TV-14,1
1579,2,1974,TV-PG,1
1580,2,1974,NR,0
1581,2,1974,TV-G,0
1582,2,1974,TV-Y,0
1583,2,1974,,0
1584,2,1974,TV-Y7,0
1585,2,1974,PG,1
1586,2,1974,G,0
1587,2,1974,NC-17,0
1588,2,1974,TV-Y7-FV,0
1589,2,1974,UR,1
1590,2,2001,TV-MA,1
1591,2,2001,R,12
1592,2,2001,PG-13,4
1593,2,2001,TV-14,5
1594,2,2001,TV-PG,3
1595,2,2001,NR,1
1596,2,2001,TV-G,0
1597,2,2001,TV-Y,0
1598,2,2001,,0
1599,2,2001,TV-Y7,1
1600,2,2001,PG,3
1601,2,2001,G,2
1602,2,2001,NC-17,0
1603,2,2001,TV-Y7-FV,0
1604,2,2001,UR,0
1605,2,1999,TV-MA,3
1606,2,1999,R,6
1607,2,1999,PG-13,7
1608,2,1999,TV-14,2
1609,2,1999,TV-PG,2
1610,2,1999,NR,0
1611,2,1999,TV-G,2
1612,2,1999,TV-Y,0
1613,2,1999,,0
1614,2,1999,TV-Y7,0
1615,2,1999,PG,2
1616,2,1999,G,2
1617,2,1999,NC-17,0
1618,2,1999,TV-Y7-FV,0
1619,2,1999,UR,0
1620,2,1966,TV-MA,0
1621,2,1966,R,0
1622,2,1966,PG-13,0
1623,2,1966,TV-14,0
1624,2,1966,TV-PG,1
1625,2,1966,NR,0
1626,2,1966,TV-G,0
1627,2,1966,TV-Y,0
1628,2,1966,,0
1629,2,1966,TV-Y7,0
1630,2,1966,PG,0
1631,2,1966,G,0
1632,2,1966,NC-17,0
1633,2,1966,TV-Y7-FV,0
1634,2,1966,UR,0
1635,2,1991,TV-MA,5
1636,2,1991,R,1
1637,2,1991,PG-13,2
1638,2,1991,TV-14,2
1639,2,1991,TV-PG,1
1640,2,1991,NR,2
1641,2,1991,TV-G,0
1642,2,1991,TV-Y,0
1643,2,1991,,0
1644,2,1991,TV-Y7,0
1645,2,1991,PG,2
1646,2,1991,G,1
1647,2,1991,NC-17,0
1648,2,1991,TV-Y7-FV,0
1649,2,1991,UR,0
1650,2,1982,TV-MA,1
1651,2,1982,R,2
1652,2,1982,PG-13,0
1653,2,1982,TV-14,8
1654,2,1982,TV-PG,2
1655,2,1982,NR,0
1656,2,1982,TV-G,0
1657,2,1982,TV-Y,0
1658,2,1982,,0
1659,2,1982,TV-Y7,0
1660,2,1982,PG,2
1661,2,1982,G,0
1662,2,1982,NC-17,0
1663,2,1982,TV-Y7-FV,0
1664,2,1982,UR,0
1665,2,1994,TV-MA,1
1666,2,1994,R,3
1667,2,1994,PG-13,2
1668,2,1994,TV-14,6
1669,2,1994,TV-PG,1
1670,2,1994,NR,0
1671,2,1994,TV-G,0
1672,2,1994,TV-Y,0
1673,2,1994,,0
1674,2,1994,TV-Y7,0
1675,2,1994,PG,2
1676,2,1994,G,0
1677,2,1994,NC-17,0
1678,2,1994,TV-Y7-FV,0
1679,2,1994,UR,0
1680,2,1995,TV-MA,0
1681,2,1995,R,3
1682,2,1995,PG-13,6
1683,2,1995,TV-14,3
1684,2,1995,TV-PG,2
1685,2,1995,NR,0
1686,2,1995,TV-G,0
1687,2,1995,TV-Y,0
1688,2,1995,,0
1689,2,1995,TV-Y7,0
1690,2,1995,PG,2
1691,2,1995,G,1
1692,2,1995,NC-17,0
1693,2,1995,TV-Y7-FV,0
1694,2,1995,UR,0
1695,2,1978,TV-MA,2
1696,2,1978,R,1
1697,2,1978,PG-13,0
1698,2,1978,TV-14,0
1699,2,1978,TV-PG,1
1700,2,1978,NR,0
1701,2,1978,TV-G,1
1702,2,1978,TV-Y,0
1703,2,1978,,0
1704,2,1978,TV-Y7,0
1705,2,1978,PG,1
1706,2,1978,G,0
1707,2,1978,NC-17,0
1708,2,1978,TV-Y7-FV,0
1709,2,1978,UR,0
1710,2,1992,TV-MA,3
1711,2,1992,R,8
1712,2,1992,PG-13,1
1713,2,1992,TV-14,2
1714,2,1992,TV-PG,0
1715,2,1992,NR,0
1716,2,1992,TV-G,0
1717,2,1992,TV-Y,0
1718,2,1992,,0
1719,2,1992,TV-Y7,0
1720,2,1992,PG,2
1721,2,1992,G,0
1722,2,1992,NC-17,0
1723,2,1992,TV-Y7-FV,0
1724,2,1992,UR,0
1725,2,1972,TV-MA,0
1726,2,1972,R,1
1727,2,1972,PG-13,0
1728,2,1972,TV-14,1
1729,2,1972,TV-PG,1
1730,2,1972,NR,0
1731,2,1972,TV-G,0
1732,2,1972,TV-Y,0
1733,2,1972,,0
1734,2,1972,TV-Y7,0
1735,2,1972,PG,0
1736,2,1972,G,0
1737,2,1972,NC-17,0
1738,2,1972,TV-Y7-FV,0
1739,2,1972,UR,0
1740,2,1975,TV-MA,2
1741,2,1975,R,0
1742,2,1975,PG-13,0
1743,2,1975,TV-14,2
1744,2,1975,TV-PG,1
1745,2,1975,NR,0
1746,2,1975,TV-G,0
1747,2,1975,TV-Y,0
1748,2,1975,,0
1749,2,1975,TV-Y7,0
1750,2,1975,PG,1
1751,2,1975,G,0
1752,2,1975,NC-17,0
1753,2,1975,TV-Y7-FV,0
1754,2,1975,UR,0
1755,2,2021,TV-MA,6
1756,2,2021,R,1
1757,2,2021,PG-13,0
1758,2,2021,TV-14,3
1759,2,2021,TV-PG,1
1760,2,2021,NR,0
1761,2,2021,TV-G,0
1762,2,2021,TV-Y,0
1763,2,2021,,0
1764,2,2021,TV-Y7,1
1765,2,2021,PG,0
1766,2,2021,G,0
1767,2,2021,NC-17,0
1768,2,2021,TV-Y7-FV,0
1769,2,2021,UR,0
1770,2,1973,TV-MA,1
1771,2,1973,R,3
1772,2,1973,PG-13,0
1773,2,1973,TV-14,3
1774,2,1973,TV-PG,0
1775,2,1973,NR,1
1776,2,1973,TV-G,0
1777,2,1973,TV-Y,0
1778,2,1973,,0
1779,2,1973,TV-Y7,0
1780,2,1973,PG,1
1781,2,1973,G,1
1782,2,1973,NC-17,0
1783,2,1973,TV-Y7-FV,0
1784,2,1973,UR,0
1785,2,1967,TV-MA,1
1786,2,1967,R,2
1787,2,1967,PG-13,0
1788,2,1967,TV-14,1
1789,2,1967,TV-PG,0
1790,2,1967,NR,0
1791,2,1967,TV-G,0
1792,2,1967,TV-Y,0
1793,2,1967,,0
1794,2,1967,TV-Y7,0
1795,2,1967,PG,0
1796,2,1967,G,0
1797,2,1967,NC-17,0
1798,2,1967,TV-Y7-FV,0
1799,2,1967,UR,0
1800,2,1960,TV-MA,0
1801,2,1960,R,0
1802,2,1960,PG-13,0
1803,2,1960,TV-14,2
1804,2,1960,TV-PG,2
1805,2,1960,NR,0
1806,2,1960,TV-G,0
1807,2,1960,TV-Y,0
1808,2,1960,,0
1809,2,1960,TV-Y7,0
1810,2,1960,PG,0
1811,2,1960,G,0
1812,2,1960,NC-17,0
1813,2,1960,TV-Y7-FV,0
1814,2,1960,UR,0
1815,2,1981,TV-MA,1
1816,2,1981,R,1
1817,2,1981,PG-13,0
1818,2,1981,TV-14,3
1819,2,1981,TV-PG,1
1820,2,1981,NR,1
1821,2,1981,TV-G,0
1822,2,1981,TV-Y,0
1823,2,1981,,0
1824,2,1981,TV-Y7,0
1825,2,1981,PG,1
1826,2,1981,G,0
1827,2,1981,NC-17,0
1828,2,1981,TV-Y7-FV,0
1829,2,1981,UR,0
1830,2,1958,TV-MA,0
1831,2,1958,R,0
1832,2,1958,PG-13,0
1833,2,1958,TV-14,1
1834,2,1958,TV-PG,0
1835,2,1958,NR,1
1836,2,1958,TV-G,0
1837,2,1958,TV-Y,0
1838,2,1958,,0
1839,2,1958,TV-Y7,0
1840,2,1958,PG,0
1841,2,1958,G,1
1842,2,1958,NC-17,0
1843,2,1958,TV-Y7-FV,0
1844,2,1958,UR,0
1845,2,1976,TV-MA,1
1846,2,1976,R,2
1847,2,1976,PG-13,0
1848,2,1976,TV-14,1
1849,2,1976,TV-PG,2
1850,2,1976,NR,0
1851,2,1976,TV-G,0
1852,2,1976,TV-Y,0
1853,2,1976,,0
1854,2,1976,TV-Y7,0
1855,2,1976,PG,3
1856,2,1976,G,0
1857,2,1976,NC-17,0
1858,2,1976,TV-Y7-FV,0
1859,2,1976,UR,0
1860,2,1968,TV-MA,1
1861,2,1968,R,1
1862,2,1968,PG-13,1
1863,2,1968,TV-14,0
1864,2,1968,TV-PG,0
1865,2,1968,NR,0
1866,2,1968,TV-G,0
1867,2,1968,TV-Y,0
1868,2,1968,,0
1869,2,1968,TV-Y7,0
1870,2,1968,PG,0
1871,2,1968,G,1
1872,2,1968,NC-17,0
1873,2,1968,TV-Y7-FV,0
1874,2,1968,UR,0
1875,2,1956,TV-MA,0
1876,2,1956,R,0
1877,2,1956,PG-13,0
1878,2,1956,TV-14,1
1879,2,1956,TV-PG,0
1880,2,1956,NR,0
1881,2,1956,TV-G,0
1882,2,1956,TV-Y,0
1883,2,1956,,0
1884,2,1956,TV-Y7,0
1885,2,1956,PG,0
1886,2,1956,G,1
1887,2,1956,NC-17,0
1888,2,1956,TV-Y7-FV,0
1889,2,1956,UR,0
1890,2,1985,TV-MA,1
1891,2,1985,R,0
1892,2,1985,PG-13,0
1893,2,1985,TV-14,5
1894,2,1985,TV-PG,0
1895,2,1985,NR,1
1896,2,1985,TV-G,0
1897,2,1985,TV-Y,0
1898,2,1985,,0
1899,2,1985,TV-Y7,0
1900,2,1985,PG,1
1901,2,1985,G,0
1902,2,1985,NC-17,0
1903,2,1985,TV-Y7-FV,0
1904,2,1985,UR,0
1905,2,1965,TV-MA,0
1906,2,1965,R,0
1907,2,1965,PG-13,1
1908,2,1965,TV-14,1
1909,2,1965,TV-PG,0
1910,2,1965,NR,0
1911,2,1965,TV-G,0
1912,2,1965,TV-Y,0
1913,2,1965,,0
1914,2,1965,TV-Y7,0
1915,2,1965,PG,0
1916,2,1965,G,0
1917,2,1965,NC-17,0
1918,2,1965,TV-Y7-FV,0
1919,2,1965,UR,0
1920,2,1984,TV-MA,1
1921,2,1984,R,0
1922,2,1984,PG-13,1
1923,2,1984,TV-14,5
1924,2,1984,TV-PG,0
1925,2,1984,NR,0
1926,2,1984,TV-G,0
1927,2,1984,TV-Y,0
1928,2,1984,,0
1929,2,1984,TV-Y7,0
1930,2,1984,PG,2
1931,2,1984,G,0
1932,2,1984,NC-17,0
1933,2,1984,TV-Y7-FV,0
1934,2,1984,UR,0
1935,2,1983,TV-MA,3
1936,2,1983,R,0
1937,2,1983,PG-13,0
1938,2,1983,TV-14,6
1939,2,1983,TV-PG,0
1940,2,1983,NR,0
1941,2,1983,TV-G,0
1942,2,1983,TV-Y,0
1943,2,1983,,0
1944,2,1983,TV-Y7,0
1945,2,1983,PG,0
1946,2,1983,G,0
1947,2,1983,NC-17,0
1948,2,1983,TV-Y7-FV,0
1949,2,1983,UR,0
1950,2,1987,TV-MA,1
1951,2,1987,R,2
1952,2,1987,PG-13,1
1953,2,1987,TV-14,1
1954,2,1987,TV-PG,1
1955,2,1987,NR,1
1956,2,1987,TV-G,0
1957,2,1987,TV-Y,0
1958,2,1987,,0
1959,2,1987,TV-Y7,0
1960,2,1987,PG,0
1961,2,1987,G,0
1962,2,1987,NC-17,0
1963,2,1987,TV-Y7-FV,0
1964,2,1987,UR,0
1965,2,1945,TV-MA,1
1966,2,1945,R,0
1967,2,1945,PG-13,0
1968,2,1945,TV-14,2
1969,2,1945,TV-PG,0
1970,2,1945,NR,0
1971,2,1945,TV-G,0
1972,2,1945,TV-Y,0
1973,2,1945,,0
1974,2,1945,TV-Y7,0
1975,2,1945,PG,0
1976,2,1945,G,0
1977,2,1945,NC-17,0
1978,2,1945,TV-Y7-FV,0
1979,2,1945,UR,0
1980,2,1946,TV-MA,0
1981,2,1946,R,0
1982,2,1946,PG-13,0
1983,2,1946,TV-14,0
1984,2,1946,TV-PG,1
1985,2,1946,NR,0
1986,2,1946,TV-G,0
1987,2,1946,TV-Y,0
1988,2,1946,,0
1989,2,1946,TV-Y7,0
1990,2,1946,PG,0
1991,2,1946,G,0
1992,2,1946,NC-17,0
1993,2,1946,TV-Y7-FV,0
1994,2,1946,UR,0
1995,2,1962,TV-MA,0
1996,2,1962,R,1
1997,2,1962,PG-13,0
1998,2,1962,TV-14,0
1999,2,1962,TV-PG,2
2000,2,1962,NR,0
2001,2,1962,TV-G,0
2002,2,1962,TV-Y,0
2003,2,1962,,0
2004,2,1962,TV-Y7,0
2005,2,1962,PG,0
2006,2,1962,G,0
2007,2,1962,NC-17,0
2008,2,1962,TV-Y7-FV,0
2009,2,1962,UR,0
2010,2,1925,TV-MA,0
2011,2,1925,R,0
2012,2,1925,PG-13,0
2013,2,1925,TV-14,0
2014,2,1925,TV-PG,0
2015,2,1925,NR,0
2016,2,1925,TV-G,0
2017,2,1925,TV-Y,0
2018,2,1925,,0
2019,2,1925,TV-Y7,0
2020,2,1925,PG,0
2021,2,1925,G,0
2022,2,1925,NC-17,0
2023,2,1925,TV-Y7-FV,0
2024,2,1925,UR,0
2025,2,1942,TV-MA,0
2026,2,1942,R,0
2027,2,1942,PG-13,0
2028,2,1942,TV-14,2
2029,2,1942,TV-PG,0
2030,2,1942,NR,0
2031,2,1942,TV-G,0
2032,2,1942,TV-Y,0
2033,2,1942,,0
2034,2,1942,TV-Y7,0
2035,2,1942,PG,0
2036,2,1942,G,0
2037,2,1942,NC-17,0
2038,2,1942,TV-Y7-FV,0
2039,2,1942,UR,0
2040,2,1969,TV-MA,0
2041,2,1969,R,0
2042,2,1969,PG-13,0
2043,2,1969,TV-14,0
2044,2,1969,TV-PG,1
2045,2,1969,NR,0
2046,2,1969,TV-G,0
2047,2,1969,TV-Y,0
2048,2,1969,,0
2049,2,1969,TV-Y7,0
2050,2,1969,PG,0
2051,2,1969,G,1
2052,2,1969,NC-17,0
2053,2,1969,TV-Y7-FV,0
2054,2,1969,UR,0
2055,2,1955,TV-MA,0
2056,2,1955,R,0
2057,2,1955,PG-13,1
2058,2,1955,TV-14,1
2059,2,1955,TV-PG,1
2060,2,1955,NR,0
2061,2,1955,TV-G,0
2062,2,1955,TV-Y,0
2063,2,1955,,0
2064,2,1955,TV-Y7,0
2065,2,1955,PG,0
2066,2,1955,G,0
2067,2,1955,NC-17,0
2068,2,1955,TV-Y7-FV,0
2069,2,1955,UR,0
2070,2,1963,TV-MA,1
2071,2,1963,R,0
2072,2,1963,PG-13,0
2073,2,1963,TV-14,0
2074,2,1963,TV-PG,0
2075,2,1963,NR,0
2076,2,1963,TV-G,0
2077,2,1963,TV-Y,0
2078,2,1963,,0
2079,2,1963,TV-Y7,0
2080,2,1963,PG,0
2081,2,1963,G,0
2082,2,1963,NC-17,0
2083,2,1963,TV-Y7-FV,0
2084,2,1963,UR,0
2085,2,1964,TV-MA,0
2086,2,1964,R,0
2087,2,1964,PG-13,0
2088,2,1964,TV-14,1
2089,2,1964,TV-PG,0
2090,2,1964,NR,0
2091,2,1964,TV-G,0
2092,2,1964,TV-Y,0
2093,2,1964,,0
2094,2,1964,TV-Y7,0
2095,2,1964,PG,0
2096,2,1964,G,0
2097,2,1964,NC-17,0
2098,2,1964,TV-Y7-FV,0
2099,2,1964,UR,0
